1588342275,1588418341,76066,6EdbVr-8LAW9@pppoe,28:ff:3e:1f:2c:2c,BR09232114900000210a8e126515, 89.239.189.2,6,37,5,1300708894,14627756316,0,0,0,0,0,0,0,0,0,0,0,0
1588342278,1588411669,69391,6EdbVr-AsLXL@pppoe,7c:8b:ca:3f:ba:2c,BR06231115300000740e05065025, 89.239.189.2,6,29,5,418550740,5015504588,0,0,0,0,0,0,0,0,0,0,0,0
1588342294,1588424795,82501,AvHggH-W@pppoe,ec:cb:30:18:5f:dc,BR06231106500000642d25090509, 89.239.189.1,6,42,0,1482130814,35160657267,0,0,0,0,0,0,0,0,0,0,0,0
1588342326,1588427630,85304,hbGbDs@pppoe,b8:55:10:44:6a:1d,BR022301065000006cccc5054875, 89.239.189.1,6,44,5,4107579920,23549973180,0,0,0,0,0,0,0,0,0,0,0,0
1588342350,1588424851,82501,WH9Hv8-W@pppoe,d8:fe:e3:0f:ac:f2,BR15233116600000254744005421, 89.239.189.2,6,39,0,1001109820,16291442543,0,0,0,0,0,0,0,0,0,0,0,0
1588342368,1588424868,82500,O8WXWWsv@pppoe,f8:d1:11:53:e9:54,BR09232118100000dd41c9053485, 89.239.189.1,6,38,0,3658558259,48161807163,0,0,0,0,0,0,0,0,0,0,0,0
1588342372,1588424873,82501,A8vHvW-W@pppoe,f0:82:61:60:be:c1,BR09232115700000fce379147907, 89.239.189.1,6,40,0,3253520614,21544125659,0,0,0,0,0,0,0,0,0,0,0,0
1588342408,1588424909,82501,0A49DFAD-14@dhcp,50:ff:20:24:8e:4b,BR0923215790000097d16c115998, 89.239.189.2,6,38,0,651390079,15901905161,0,0,0,0,0,0,0,0,0,0,0,0
1588342412,1588424912,82500,0A49A6B2-04@dhcp,88:a6:c6:af:a2:93,BR15233159000000081cf2131609, 89.239.189.2,6,36,0,172825175,3839478168,0,0,0,0,0,0,0,0,0,0,0,0
1588342427,1588424927,82500,0A499039-0D@dhcp,00:1c:f0:0c:e7:f7,BR09232157800000d9a0a8163788, 89.239.189.2,6,29,0,1693157577,29392250748,0,0,0,0,0,0,0,0,0,0,0,0
1588342434,1588424934,82500,5ssXW8Lg@pppoe,b8:ee:0e:50:2c:8c,BR092321168000008e8ffb195082, 89.239.189.1,6,40,0,369450008,3211705851,0,0,0,0,0,0,0,0,0,0,0,0
1588342466,1588414007,71541,AvW8AA-W@pppoe,90:4d:4a:53:49:fc,BR09232105600000315a7e082973, 89.239.189.2,6,34,5,649080969,12878400659,0,0,0,0,0,0,0,0,0,0,0,0
1588342477,1588421289,78812,6EdbVr-WLLL9WX9sH@pppoe,26:00:51:d6:a0:fa,BR02230131400000d57a16184386, 89.239.189.1,6,36,5,2353148694,28989154975,0,0,0,0,0,0,0,0,0,0,0,0
1588342488,1588423698,81210,AALX98-W@pppoe,c0:25:e9:6a:d6:c3,BR09232118600000c94478093774, 89.239.189.2,6,38,5,391244312,6520317990,0,0,0,0,0,0,0,0,0,0,0,0
1588342497,1588424997,82500,gLLWX-A@pppoe,7c:26:64:04:40:e0,BR092321158000001a8754035408, 89.239.189.1,6,45,0,674474189,16540387039,0,0,0,0,0,0,0,0,0,0,0,0
1588342498,1588424728,82230,WgLsWv-W@pppoe,24:20:c7:e6:fb:67,BR02230107200000c8cea8250039, 89.239.189.2,6,34,5,2439241235,21875271537,0,0,0,0,0,0,0,0,0,0,0,0
1588342518,1588425018,82500,WvLLs9-W@pppoe,64:70:02:c9:53:b7,BR092321157000002d98a5209499, 89.239.189.1,6,40,0,204566942,4246501250,0,0,0,0,0,0,0,0,0,0,0,0
1588342530,1588411081,68551,89XsW9-W@pppoe,90:72:82:08:4c:b4,BR1523311630000055440b112039, 89.239.189.2,6,28,4,45758231,933222348,0,0,0,0,0,0,0,0,0,0,0,0
1588342555,1588395442,52887,WX9WL8H@pppoe,fe:00:49:28:00:03,BR0923212360000097cee2248513, 89.239.189.2,6,26,5,2319088872,15545190892,0,0,0,0,0,0,0,0,0,0,0,0
1588342577,1588425078,82501,0A49EE13-01@dhcp,ec:4c:4d:b9:9a:03,BR0623104680000032636e012353, 89.239.189.2,6,41,0,28244646373,57301017270,0,0,0,0,0,0,0,0,0,0,0,0
1588342604,1588425105,82501,A98vvW-W@pppoe,d8:6c:e9:6b:43:86,BR09232105600000add6e4016635, 89.239.189.2,6,40,0,746225144,9637034418,0,0,0,0,0,0,0,0,0,0,0,0
1588342618,1588425118,82500,0A499152-12@dhcp,84:a4:23:3a:a5:61,BR15233158300000989588085729, 89.239.189.1,6,43,0,2114510507,54154473886,0,0,0,0,0,0,0,0,0,0,0,0
1588342623,1588425123,82500,AWHsLv-W@pppoe,38:17:66:02:82:20,BR0223011160000068e030157016, 89.239.189.2,6,45,0,755666940,15246837323,0,0,0,0,0,0,0,0,0,0,0,0
1588342625,1588425125,82500,O89XWWLW@pppoe,ac:f1:df:0f:6b:92,BR15233116600000dec541081214, 89.239.189.2,6,41,0,4124982135,68226510663,0,0,0,0,0,0,0,0,0,0,0,0
1588342684,1588425184,82500,usVXdonK@pppoe,d4:bf:7f:8b:0c:ca,BR152331176000008cb7f0094974, 89.239.189.2,6,41,0,902936184,8395206836,0,0,0,0,0,0,0,0,0,0,0,0
1588342698,1588408353,65655,WAL9H9-W@pppoe,00:1d:6a:41:8e:2a,BR09232142000000ed3e94082294, 89.239.189.1,6,20,5,189776327,4801975675,0,0,0,0,0,0,0,0,0,0,0,0
1588342703,1588425203,82500,WXWLHA-W@pppoe,e8:f1:b0:ab:f0:58,BR02230106300000c8b8fd104865, 89.239.189.1,6,33,0,48192230,309491001,0,0,0,0,0,0,0,0,0,0,0,0
1588342718,1588404998,62280,6EdbVr-WLLL9WgH8s@pppoe,d8:6c:e9:6b:ff:8e,BR06231106300000fa2436254197, 89.239.189.1,6,29,5,415765893,4532433716,0,0,0,0,0,0,0,0,0,0,0,0
1588342733,1588425233,82500,AWgLL8-W@pppoe,ec:4c:4d:e5:61:0a,BR09232134400000978695223695, 89.239.189.1,6,42,0,1008620263,14551155584,0,0,0,0,0,0,0,0,0,0,0,0
1588342735,1588425235,82500,AAX9gs-W@pppoe,90:4d:4a:89:35:0d,BR0923211460000022a8ed067251, 89.239.189.2,6,42,0,1204892059,16888431485,0,0,0,0,0,0,0,0,0,0,0,0
1588342780,1588388771,45991,W8Wggg-W@pppoe,d4:bf:7f:8c:76:9b,BR09232108700000aa7ee3165663, 89.239.189.2,6,24,5,89034063,881293623,0,0,0,0,0,0,0,0,0,0,0,0
1588342800,1588425300,82500,ngwf1XpW@pppoe,d4:bf:7f:86:06:f2,BR06231110200000a4e29d187500, 89.239.189.1,6,38,0,748916970,10136643525,0,0,0,0,0,0,0,0,0,0,0,0
1588342807,1588425308,82501,WgHWWH-W@pppoe,ec:4c:4d:c3:31:82,BR1523311610000064301d132575, 89.239.189.2,6,39,0,601056174,4341325923,0,0,0,0,0,0,0,0,0,0,0,0
1588342814,1588425315,82501,0A49EBFB-0B@dhcp,00:25:22:c3:0e:17,BR0923204250000043a8be131892, 89.239.189.1,6,42,0,66113350071,54485730580,0,0,0,0,0,0,0,0,0,0,0,0
1588342855,1588389817,46962,WHHgsW-W@pppoe,60:e3:27:74:14:e4,BR062311098000004953b8131443, 89.239.189.1,6,24,5,233679996,4111476237,0,0,0,0,0,0,0,0,0,0,0,0
1588342861,1588400912,58051,W8WvWA-W@pppoe,d4:76:ea:02:ad:c0,BR0923212470000084d284101497, 89.239.189.2,6,24,5,156664608,3153484065,0,0,0,0,0,0,0,0,0,0,0,0
1588342870,1588388712,45842,JWXYoHnH@pppoe,28:ff:3e:1f:4c:70,BR09232108700000ea8880122489, 89.239.189.2,6,22,5,233339072,1593336184,0,0,0,0,0,0,0,0,0,0,0,0
1588342875,1588406439,63564,WXHLgH-W@pppoe,70:62:b8:c8:7b:70,BR06231102300000d13ca5049079, 89.239.189.2,6,30,5,3223622907,16702594331,0,0,0,0,0,0,0,0,0,0,0,0
1588342880,1588412731,69851,4QpnRCve@pppoe,f8:ab:05:ae:5b:9e,BR09232108500000e173a5024566, 89.239.189.2,6,34,5,336647436,4584104162,0,0,0,0,0,0,0,0,0,0,0,0
1588342885,1588425386,82501,7mQp0dYX@pppoe,ec:4c:4d:c2:0d:12,BR09232114600000151022219736, 89.239.189.2,6,28,0,217705673,775707755,0,0,0,0,0,0,0,0,0,0,0,0
1588342886,1588425386,82500,Ig8ArUmT@pppoe,26:00:09:1d:50:fa,BR062311031000004a9973147001, 89.239.189.2,6,43,0,2767514556,70848679275,0,0,0,0,0,0,0,0,0,0,0,0
1588342900,1588406051,63151,As8v9g-W@pppoe,18:62:2c:fa:f9:13,BR15233116900000514192012760, 89.239.189.2,6,18,5,11465755,173106995,0,0,0,0,0,0,0,0,0,0,0,0
1588342941,1588425441,82500,WHWgXs-W@pppoe,78:c1:a7:27:0a:7a,BR06231101300000cd5173153673, 89.239.189.2,6,41,0,3855804207,17236542825,0,0,0,0,0,0,0,0,0,0,0,0
1588342943,1588392857,49914,0A49CC3B-04@dhcp,7c:26:64:02:6a:60,BR06231152300000397b55016911, 89.239.189.1,6,23,5,4187965896,11593897080,0,0,0,0,0,0,0,0,0,0,0,0
1588342965,1588425465,82500,0A49EC21-03@dhcp,dc:e3:05:7c:53:1d,BR15233049700000d597d1221501, 89.239.189.1,6,36,0,149640257,17391808751,0,0,0,0,0,0,0,0,0,0,0,0
1588342974,1588425474,82500,WWsWAH-W@pppoe,c4:e9:84:cd:01:19,BR09232142000000b8e98f185544, 89.239.189.1,6,34,0,670040680,7776101691,0,0,0,0,0,0,0,0,0,0,0,0
1588342975,1588425476,82501,WA9ggg-W@pppoe,24:7f:20:4b:80:d1,BR09232142000000fc76b9232724, 89.239.189.1,6,44,0,3644477588,57064621268,0,0,0,0,0,0,0,0,0,0,0,0
1588342991,1588387504,44513,W8s8g8-W@pppoe,ec:cb:30:19:32:3f,BR06231106500000fb3b9f235065, 89.239.189.1,6,18,5,533334198,6829807190,0,0,0,0,0,0,0,0,0,0,0,0
1588342997,1588425497,82500,H8vgH-A@pppoe,10:fe:ed:b0:63:dc,BR0923214850000074ae4f174880, 89.239.189.2,6,35,0,516136806,2383418721,0,0,0,0,0,0,0,0,0,0,0,0
1588343008,1588410142,67134,0A49CC51-08@dhcp,78:96:82:58:48:8e,BR09232156900000e5a76c178583, 89.239.189.1,6,25,4,1007201799,3442449768,0,0,0,0,0,0,0,0,0,0,0,0
1588343013,1588425514,82501,sX8HL-A@pppoe,d8:6c:e9:6b:32:9a,BR0923211270000036a177012644, 89.239.189.1,6,44,0,734816740,16476421914,0,0,0,0,0,0,0,0,0,0,0,0
1588343020,1588425520,82500,WWLLW8-W@pppoe,78:54:2e:8e:59:6f,BR09232114600000987f49134430, 89.239.189.2,6,39,0,1423837534,9912425298,0,0,0,0,0,0,0,0,0,0,0,0
1588343022,1588411388,68366,txa7e9X8@pppoe,c4:6e:1f:a5:10:0b,BR09232115700000bf44d1213246, 89.239.189.1,6,26,5,519185810,9052284894,0,0,0,0,0,0,0,0,0,0,0,0
1588343023,1588425524,82501,0A49C93C-11@dhcp,c8:e7:d8:79:f7:35,BR06231030700000d10c8e136939, 89.239.189.2,6,41,0,554402893,13338387613,0,0,0,0,0,0,0,0,0,0,0,0
1588343030,1588416233,73203,WHWsvg-W@pppoe,24:7f:20:4b:95:92,BR022301103000000e9d96008296, 89.239.189.2,6,33,5,2462480521,21506523438,0,0,0,0,0,0,0,0,0,0,0,0
1588343062,1588412273,69211,8vWXW9-W@pppoe,d4:bf:7f:83:e2:e1,BR09232118300000e7c8ae210221, 89.239.189.1,6,35,5,746260777,8076367017,0,0,0,0,0,0,0,0,0,0,0,0
1588343067,1588390844,47777,WHAX9g-W@pppoe,60:63:4c:ab:5c:23,BR02230134000000023bec061912, 89.239.189.2,6,24,5,832916460,14921976774,0,0,0,0,0,0,0,0,0,0,0,0
